Pokedex Number,Name,URL,Type1,Type2,Height,Weight,Base HP,Min HP,Max HP,Base Attack,Min Attack,Max Attack,Base Defense,Min Defense,Max Defense,Base Sp. Attack,Min Sp. Attack,Max Sp. Attack,Base Sp. Defense,Min Sp. Defense,Max Sp. Defense,Base Speed,Min Speed,Max Speed,Base Total,Min Total,Max Total,Legendary,Generation
460,Abomasnow,https://pokemondb.net/pokedex/abomasnow,Grass,Ice,2.2,135.5,90,290,384,92,170,311,75,139,273,92,170,311,85,157,295,60,112,240,494,1038,1814,False,4
461,Weavile,https://pokemondb.net/pokedex/weavile,Dark,Ice,1.1,34.0,70,250,344,120,220,372,65,121,251,45,85,207,85,157,295,125,229,383,510,1062,1852,False,4
462,Magnezone,https://pokemondb.net/pokedex/magnezone,Electric,Steel,1.2,180.0,70,250,344,70,130,262,115,211,361,130,238,394,90,166,306,60,112,240,535,1107,1907,False,4
463,Lickilicky,https://pokemondb.net/pokedex/lickilicky,Normal,None,1.7,140.0,110,330,424,85,157,295,95,175,317,80,148,284,95,175,317,50,94,218,515,1079,1855,False,4
464,Rhyperior,https://pokemondb.net/pokedex/rhyperior,Ground,Rock,2.4,282.8,115,340,434,140,256,416,130,238,394,55,103,229,55,103,229,40,76,196,535,1116,1898,False,4
465,Tangrowth,https://pokemondb.net/pokedex/tangrowth,Grass,None,2.0,128.6,100,310,404,100,184,328,125,229,383,110,202,350,50,94,218,50,94,218,535,1113,1901,False,4
466,Electivire,https://pokemondb.net/pokedex/electivire,Electric,None,1.8,138.6,75,260,354,123,225,379,67,125,256,95,175,317,85,157,295,95,175,317,540,1117,1918,False,4
467,Magmortar,https://pokemondb.net/pokedex/magmortar,Fire,None,1.6,68.0,75,260,354,95,175,317,67,125,256,125,229,383,95,175,317,83,153,291,540,1117,1918,False,4
468,Togekiss,https://pokemondb.net/pokedex/togekiss,Fairy,Flying,1.5,38.0,85,280,374,50,94,218,95,175,317,120,220,372,115,211,361,80,148,284,545,1128,1926,False,4
469,Yanmega,https://pokemondb.net/pokedex/yanmega,Bug,Flying,1.9,51.5,86,282,376,76,141,276,86,159,298,116,213,364,56,105,232,95,175,317,515,1075,1863,False,4
470,Leafeon,https://pokemondb.net/pokedex/leafeon,Grass,None,1.0,25.5,65,240,334,110,202,350,130,238,394,60,112,240,65,121,251,95,175,317,525,1088,1886,False,4
471,Glaceon,https://pokemondb.net/pokedex/glaceon,Ice,None,0.8,25.9,65,240,334,60,112,240,110,202,350,130,238,394,95,175,317,65,121,251,525,1088,1886,False,4
472,Gliscor,https://pokemondb.net/pokedex/gliscor,Ground,Flying,2.0,42.5,75,260,354,95,175,317,125,229,383,45,85,207,75,139,273,95,175,317,510,1063,1851,False,4
473,Mamoswine,https://pokemondb.net/pokedex/mamoswine,Ice,Ground,2.5,291.0,110,330,424,130,238,394,80,148,284,70,130,262,60,112,240,80,148,284,530,1106,1888,False,4
474,Porygon-Z,https://pokemondb.net/pokedex/porygon-z,Normal,None,0.9,34.0,85,280,374,80,148,284,70,130,262,135,247,405,75,139,273,90,166,306,535,1110,1904,False,4
475,Gallade,https://pokemondb.net/pokedex/gallade,Psychic,Fighting,1.6,52.0,68,246,340,125,229,383,65,121,251,65,121,251,115,211,361,80,148,284,518,1076,1870,False,4
476,Probopass,https://pokemondb.net/pokedex/probopass,Rock,Steel,1.4,340.0,60,230,324,55,103,229,145,265,427,75,139,273,150,274,438,40,76,196,525,1087,1887,False,4
477,Dusknoir,https://pokemondb.net/pokedex/dusknoir,Ghost,None,2.2,106.6,45,200,294,100,184,328,135,247,405,65,121,251,135,247,405,45,85,207,525,1084,1890,False,4
478,Froslass,https://pokemondb.net/pokedex/froslass,Ice,Ghost,1.3,26.6,70,250,344,80,148,284,70,130,262,80,148,284,70,130,262,110,202,350,480,1008,1786,False,4
479,Rotom,https://pokemondb.net/pokedex/rotom,Electric,Ghost,0.3,0.3,50,210,304,50,94,218,77,143,278,95,175,317,77,143,278,91,168,309,440,933,1704,False,4
480,Uxie,https://pokemondb.net/pokedex/uxie,Psychic,None,0.3,0.3,75,260,354,75,139,273,130,238,394,75,139,273,130,238,394,95,175,317,580,1189,2005,True,4
481,Mesprit,https://pokemondb.net/pokedex/mesprit,Psychic,None,0.3,0.3,80,270,364,105,193,339,105,193,339,105,193,339,105,193,339,80,148,284,580,1190,2004,True,4
482,Azelf,https://pokemondb.net/pokedex/azelf,Psychic,None,0.3,0.3,75,260,354,125,229,383,70,130,262,125,229,383,70,130,262,115,211,361,580,1189,2005,True,4
483,Dialga,https://pokemondb.net/pokedex/dialga,Steel,Dragon,5.4,683.0,100,310,404,120,220,372,120,220,372,150,274,438,100,184,328,90,166,306,680,1374,2220,True,4
484,Palkia,https://pokemondb.net/pokedex/palkia,Water,Dragon,4.2,336.0,90,290,384,120,220,372,100,184,328,150,274,438,120,220,372,100,184,328,680,1372,2222,True,4
485,Heatran,https://pokemondb.net/pokedex/heatran,Fire,Steel,1.7,430.0,91,292,386,90,166,306,106,195,342,130,238,394,106,195,342,77,143,278,600,1229,2048,True,4
486,Regigigas,https://pokemondb.net/pokedex/regigigas,Normal,None,3.7,420.0,110,330,424,160,292,460,110,202,350,80,148,284,110,202,350,100,184,328,670,1358,2196,True,4
487,Giratina,https://pokemondb.net/pokedex/giratina,Ghost,Dragon,4.5,750.0,150,410,504,100,184,328,120,220,372,100,184,328,120,220,372,90,166,306,680,1384,2210,True,4
488,Cresselia,https://pokemondb.net/pokedex/cresselia,Psychic,None,1.5,85.6,120,350,444,70,130,262,120,220,372,75,139,273,130,238,394,85,157,295,600,1234,2040,True,4
489,Phione,https://pokemondb.net/pokedex/phione,Water,None,0.4,3.1,80,270,364,80,148,284,80,148,284,80,148,284,80,148,284,80,148,284,480,1010,1784,True,4
490,Manaphy,https://pokemondb.net/pokedex/manaphy,Water,None,0.3,1.4,100,310,404,100,184,328,100,184,328,100,184,328,100,184,328,100,184,328,600,1230,2044,True,4
491,Darkrai,https://pokemondb.net/pokedex/darkrai,Dark,None,1.5,50.5,70,250,344,90,166,306,90,166,306,135,247,405,90,166,306,125,229,383,600,1224,2050,True,4
492,Shaymin,https://pokemondb.net/pokedex/shaymin,Grass,None,0.2,2.1,100,310,404,100,184,328,100,184,328,100,184,328,100,184,328,100,184,328,600,1230,2044,True,4
493,Arceus,https://pokemondb.net/pokedex/arceus,Normal,None,3.2,320.0,120,350,444,120,220,372,120,220,372,120,220,372,120,220,372,120,220,372,720,1450,2304,True,4
494,Victini,https://pokemondb.net/pokedex/victini,Psychic,Fire,0.4,4.0,100,310,404,100,184,328,100,184,328,100,184,328,100,184,328,100,184,328,600,1230,2044,True,5
495,Snivy,https://pokemondb.net/pokedex/snivy,Grass,None,0.6,8.1,45,200,294,45,85,207,55,103,229,45,85,207,55,103,229,63,117,247,308,693,1413,False,5
496,Servine,https://pokemondb.net/pokedex/servine,Grass,None,0.8,16.0,60,230,324,60,112,240,75,139,273,60,112,240,75,139,273,83,153,291,413,885,1641,False,5
497,Serperior,https://pokemondb.net/pokedex/serperior,Grass,None,3.3,63.0,75,260,354,75,139,273,95,175,317,75,139,273,95,175,317,113,207,357,528,1095,1891,False,5
498,Tepig,https://pokemondb.net/pokedex/tepig,Fire,None,0.5,9.9,65,240,334,63,117,247,45,85,207,45,85,207,45,85,207,45,85,207,308,697,1409,False,5
499,Pignite,https://pokemondb.net/pokedex/pignite,Fire,Fighting,1.0,55.5,90,290,384,93,171,313,55,103,229,70,130,262,55,103,229,55,103,229,418,900,1646,False,5
500,Emboar,https://pokemondb.net/pokedex/emboar,Fire,Fighting,1.6,150.0,110,330,424,123,225,379,65,121,251,100,184,328,65,121,251,65,121,251,528,1102,1884,False,5
501,Oshawott,https://pokemondb.net/pokedex/oshawott,Water,None,0.5,5.9,55,220,314,55,103,229,45,85,207,63,117,247,45,85,207,45,85,207,308,695,1411,False,5
502,Dewott,https://pokemondb.net/pokedex/dewott,Water,None,0.8,24.5,75,260,354,75,139,273,60,112,240,83,153,291,60,112,240,60,112,240,413,888,1638,False,5
503,Samurott,https://pokemondb.net/pokedex/samurott,Water,None,1.5,94.6,95,300,394,100,184,328,85,157,295,108,198,346,70,130,262,70,130,262,528,1099,1887,False,5
504,Patrat,https://pokemondb.net/pokedex/patrat,Normal,None,0.5,11.6,45,200,294,55,103,229,39,74,194,35,67,185,39,74,194,42,80,201,255,598,1297,False,5
505,Watchog,https://pokemondb.net/pokedex/watchog,Normal,None,1.1,27.0,60,230,324,85,157,295,69,128,260,60,112,240,69,128,260,77,143,278,420,898,1657,False,5
506,Lillipup,https://pokemondb.net/pokedex/lillipup,Normal,None,0.4,4.1,45,200,294,60,112,240,45,85,207,25,49,163,45,85,207,55,103,229,275,634,1340,False,5
507,Herdier,https://pokemondb.net/pokedex/herdier,Normal,None,0.9,14.7,65,240,334,80,148,284,65,121,251,35,67,185,65,121,251,60,112,240,370,809,1545,False,5
508,Stoutland,https://pokemondb.net/pokedex/stoutland,Normal,None,1.2,61.0,85,280,374,110,202,350,90,166,306,45,85,207,90,166,306,80,148,284,500,1047,1827,False,5
509,Purrloin,https://pokemondb.net/pokedex/purrloin,Dark,None,0.4,10.1,41,192,286,50,94,218,37,71,190,50,94,218,37,71,190,66,123,254,281,645,1356,False,5
510,Liepard,https://pokemondb.net/pokedex/liepard,Dark,None,1.1,37.5,64,238,332,88,162,302,50,94,218,88,162,302,50,94,218,106,195,342,446,945,1714,False,5
511,Pansage,https://pokemondb.net/pokedex/pansage,Grass,None,0.6,10.5,50,210,304,53,99,225,48,90,214,53,99,225,48,90,214,64,119,249,316,707,1431,False,5
512,Simisage,https://pokemondb.net/pokedex/simisage,Grass,None,1.1,30.5,75,260,354,98,180,324,63,117,247,98,180,324,63,117,247,101,186,331,498,1040,1827,False,5
513,Pansear,https://pokemondb.net/pokedex/pansear,Fire,None,0.6,11.0,50,210,304,53,99,225,48,90,214,53,99,225,48,90,214,64,119,249,316,707,1431,False,5
514,Simisear,https://pokemondb.net/pokedex/simisear,Fire,None,1.0,28.0,75,260,354,98,180,324,63,117,247,98,180,324,63,117,247,101,186,331,498,1040,1827,False,5
515,Panpour,https://pokemondb.net/pokedex/panpour,Water,None,0.6,13.5,50,210,304,53,99,225,48,90,214,53,99,225,48,90,214,64,119,249,316,707,1431,False,5
516,Simipour,https://pokemondb.net/pokedex/simipour,Water,None,1.0,29.0,75,260,354,98,180,324,63,117,247,98,180,324,63,117,247,101,186,331,498,1040,1827,False,5
517,Munna,https://pokemondb.net/pokedex/munna,Psychic,None,0.6,23.3,76,262,356,25,49,163,45,85,207,67,125,256,55,103,229,24,47,161,292,671,1372,False,5
518,Musharna,https://pokemondb.net/pokedex/musharna,Psychic,None,1.1,60.5,116,342,436,55,103,229,85,157,295,107,197,344,95,175,317,29,56,172,487,1030,1793,False,5
519,Pidove,https://pokemondb.net/pokedex/pidove,Normal,Flying,0.3,2.1,50,210,304,55,103,229,50,94,218,36,69,188,30,58,174,43,81,203,264,615,1316,False,5
520,Tranquill,https://pokemondb.net/pokedex/tranquill,Normal,Flying,0.6,15.0,62,234,328,77,143,278,62,116,245,50,94,218,42,80,201,65,121,251,358,788,1521,False,5
521,Unfezant,https://pokemondb.net/pokedex/unfezant,Normal,Flying,1.2,29.0,80,270,364,115,211,361,80,148,284,65,121,251,55,103,229,93,171,313,488,1024,1802,False,5
522,Blitzle,https://pokemondb.net/pokedex/blitzle,Electric,None,0.8,29.8,45,200,294,60,112,240,32,62,179,50,94,218,32,62,179,76,141,276,295,671,1386,False,5
523,Zebstrika,https://pokemondb.net/pokedex/zebstrika,Electric,None,1.6,79.5,75,260,354,100,184,328,63,117,247,80,148,284,63,117,247,116,213,364,497,1039,1824,False,5
524,Roggenrola,https://pokemondb.net/pokedex/roggenrola,Rock,None,0.4,18.0,55,220,314,75,139,273,85,157,295,25,49,163,25,49,163,15,31,141,280,645,1349,False,5
525,Boldore,https://pokemondb.net/pokedex/boldore,Rock,None,0.9,102.0,70,250,344,105,193,339,105,193,339,50,94,218,40,76,196,20,40,152,390,846,1588,False,5
526,Gigalith,https://pokemondb.net/pokedex/gigalith,Rock,None,1.7,260.0,85,280,374,135,247,405,130,238,394,60,112,240,80,148,284,25,49,163,515,1074,1860,False,5
527,Woobat,https://pokemondb.net/pokedex/woobat,Psychic,Flying,0.4,2.1,65,240,334,45,85,207,43,81,203,55,103,229,43,81,203,72,134,267,323,724,1443,False,5
528,Swoobat,https://pokemondb.net/pokedex/swoobat,Psychic,Flying,0.9,10.5,67,244,338,57,107,234,55,103,229,77,143,278,55,103,229,114,209,359,425,909,1667,False,5
529,Drilbur,https://pokemondb.net/pokedex/drilbur,Ground,None,0.3,8.5,60,230,324,85,157,295,40,76,196,30,58,174,45,85,207,68,126,258,328,732,1454,False,5
530,Excadrill,https://pokemondb.net/pokedex/excadrill,Ground,Steel,0.7,40.4,110,330,424,135,247,405,60,112,240,50,94,218,65,121,251,88,162,302,508,1066,1840,False,5
531,Audino,https://pokemondb.net/pokedex/audino,Normal,None,1.1,31.0,103,316,410,60,112,240,86,159,298,60,112,240,86,159,298,50,94,218,445,952,1704,False,5
532,Timburr,https://pokemondb.net/pokedex/timburr,Fighting,None,0.6,12.5,75,260,354,80,148,284,55,103,229,25,49,163,35,67,185,35,67,185,305,694,1400,False,5
533,Gurdurr,https://pokemondb.net/pokedex/gurdurr,Fighting,None,1.2,40.0,85,280,374,105,193,339,85,157,295,40,76,196,50,94,218,40,76,196,405,876,1618,False,5
534,Conkeldurr,https://pokemondb.net/pokedex/conkeldurr,Fighting,None,1.4,87.0,105,320,414,140,256,416,95,175,317,55,103,229,65,121,251,45,85,207,505,1060,1834,False,5
535,Tympole,https://pokemondb.net/pokedex/tympole,Water,None,0.5,4.5,50,210,304,50,94,218,40,76,196,50,94,218,40,76,196,64,119,249,294,669,1381,False,5
536,Palpitoad,https://pokemondb.net/pokedex/palpitoad,Water,Ground,0.8,17.0,75,260,354,65,121,251,55,103,229,65,121,251,55,103,229,69,128,260,384,836,1574,False,5
537,Seismitoad,https://pokemondb.net/pokedex/seismitoad,Water,Ground,1.5,62.0,105,320,414,95,175,317,75,139,273,85,157,295,75,139,273,74,137,271,509,1067,1843,False,5
538,Throh,https://pokemondb.net/pokedex/throh,Fighting,None,1.3,55.5,120,350,444,100,184,328,85,157,295,30,58,174,85,157,295,45,85,207,465,991,1743,False,5
539,Sawk,https://pokemondb.net/pokedex/sawk,Fighting,None,1.4,51.0,75,260,354,125,229,383,75,139,273,30,58,174,75,139,273,85,157,295,465,982,1752,False,5
540,Sewaddle,https://pokemondb.net/pokedex/sewaddle,Bug,Grass,0.3,2.5,45,200,294,53,99,225,70,130,262,40,76,196,60,112,240,42,80,201,310,697,1418,False,5
541,Swadloon,https://pokemondb.net/pokedex/swadloon,Bug,Grass,0.5,7.3,55,220,314,63,117,247,90,166,306,50,94,218,80,148,284,42,80,201,380,825,1570,False,5
542,Leavanny,https://pokemondb.net/pokedex/leavanny,Bug,Grass,1.2,20.5,75,260,354,103,189,335,80,148,284,70,130,262,80,148,284,92,170,311,500,1045,1830,False,5
543,Venipede,https://pokemondb.net/pokedex/venipede,Bug,Poison,0.4,5.3,30,170,264,45,85,207,59,110,238,30,58,174,39,74,194,57,107,234,260,604,1311,False,5
544,Whirlipede,https://pokemondb.net/pokedex/whirlipede,Bug,Poison,1.2,58.5,40,190,284,55,103,229,99,182,326,40,76,196,79,146,282,47,89,212,360,786,1529,False,5
545,Scolipede,https://pokemondb.net/pokedex/scolipede,Bug,Poison,2.5,200.5,60,230,324,100,184,328,89,164,304,55,103,229,69,128,260,112,206,355,485,1015,1800,False,5
546,Cottonee,https://pokemondb.net/pokedex/cottonee,Grass,Fairy,0.3,0.6,40,190,284,27,53,168,60,112,240,37,71,190,50,94,218,66,123,254,280,643,1354,False,5
547,Whimsicott,https://pokemondb.net/pokedex/whimsicott,Grass,Fairy,0.7,6.6,60,230,324,67,125,256,85,157,295,77,143,278,75,139,273,116,213,364,480,1007,1790,False,5
548,Petilil,https://pokemondb.net/pokedex/petilil,Grass,None,0.5,6.6,45,200,294,35,67,185,50,94,218,70,130,262,50,94,218,30,58,174,280,643,1351,False,5
549,Lilligant,https://pokemondb.net/pokedex/lilligant,Grass,None,1.1,16.3,70,250,344,60,112,240,75,139,273,110,202,350,75,139,273,90,166,306,480,1008,1786,False,5
550,Basculin,https://pokemondb.net/pokedex/basculin,Water,None,1.0,18.0,70,250,344,92,170,311,65,121,251,80,148,284,55,103,229,98,180,324,460,972,1743,False,5
551,Sandile,https://pokemondb.net/pokedex/sandile,Ground,Dark,0.7,15.2,50,210,304,72,134,267,35,67,185,35,67,185,35,67,185,65,121,251,292,666,1377,False,5
552,Krokorok,https://pokemondb.net/pokedex/krokorok,Ground,Dark,1.0,33.4,60,230,324,82,152,289,45,85,207,45,85,207,45,85,207,74,137,271,351,774,1505,False,5
553,Krookodile,https://pokemondb.net/pokedex/krookodile,Ground,Dark,1.5,96.3,95,300,394,117,215,366,80,148,284,65,121,251,70,130,262,92,170,311,519,1084,1868,False,5
554,Darumaka,https://pokemondb.net/pokedex/darumaka,Fire,None,0.6,37.5,70,250,344,90,166,306,45,85,207,15,31,141,45,85,207,50,94,218,315,711,1423,False,5
555,Darmanitan,https://pokemondb.net/pokedex/darmanitan,Fire,None,1.3,92.9,105,320,414,140,256,416,55,103,229,30,58,174,55,103,229,95,175,317,480,1015,1779,False,5
556,Maractus,https://pokemondb.net/pokedex/maractus,Grass,None,1.0,28.0,75,260,354,86,159,298,67,125,256,106,195,342,67,125,256,60,112,240,461,976,1746,False,5
557,Dwebble,https://pokemondb.net/pokedex/dwebble,Bug,Rock,0.3,14.5,50,210,304,65,121,251,85,157,295,35,67,185,35,67,185,55,103,229,325,725,1449,False,5
558,Crustle,https://pokemondb.net/pokedex/crustle,Bug,Rock,1.4,200.0,70,250,344,105,193,339,125,229,383,65,121,251,75,139,273,45,85,207,485,1017,1797,False,5
559,Scraggy,https://pokemondb.net/pokedex/scraggy,Dark,Fighting,0.6,11.8,50,210,304,75,139,273,70,130,262,35,67,185,70,130,262,48,90,214,348,766,1500,False,5
560,Scrafty,https://pokemondb.net/pokedex/scrafty,Dark,Fighting,1.1,30.0,65,240,334,90,166,306,115,211,361,45,85,207,115,211,361,58,108,236,488,1021,1805,False,5
561,Sigilyph,https://pokemondb.net/pokedex/sigilyph,Psychic,Flying,1.4,14.0,72,254,348,58,108,236,80,148,284,103,189,335,80,148,284,97,179,322,490,1026,1809,False,5
562,Yamask,https://pokemondb.net/pokedex/yamask,Ghost,None,0.5,1.5,38,186,280,30,58,174,85,157,295,55,103,229,65,121,251,30,58,174,303,683,1403,False,5
563,Cofagrigus,https://pokemondb.net/pokedex/cofagrigus,Ghost,None,1.7,76.5,58,226,320,50,94,218,145,265,427,95,175,317,105,193,339,30,58,174,483,1011,1795,False,5
564,Tirtouga,https://pokemondb.net/pokedex/tirtouga,Water,Rock,0.7,16.5,54,218,312,78,144,280,103,189,335,53,99,225,45,85,207,22,44,157,355,779,1516,False,5
565,Carracosta,https://pokemondb.net/pokedex/carracosta,Water,Rock,1.2,81.0,74,258,352,108,198,346,133,243,401,83,153,291,65,121,251,32,62,179,495,1035,1820,False,5
566,Archen,https://pokemondb.net/pokedex/archen,Rock,Flying,0.5,9.5,55,220,314,112,206,355,45,85,207,74,137,271,45,85,207,70,130,262,401,863,1616,False,5
567,Archeops,https://pokemondb.net/pokedex/archeops,Rock,Flying,1.4,32.0,75,260,354,140,256,416,65,121,251,112,206,355,65,121,251,110,202,350,567,1166,1977,False,5
568,Trubbish,https://pokemondb.net/pokedex/trubbish,Poison,None,0.6,31.0,50,210,304,50,94,218,62,116,245,40,76,196,62,116,245,65,121,251,329,733,1459,False,5
569,Garbodor,https://pokemondb.net/pokedex/garbodor,Poison,None,1.9,107.3,80,270,364,95,175,317,82,152,289,60,112,240,82,152,289,75,139,273,474,1000,1772,False,5
570,Zorua,https://pokemondb.net/pokedex/zorua,Dark,None,0.7,12.5,40,190,284,65,121,251,40,76,196,80,148,284,40,76,196,65,121,251,330,732,1462,False,5
571,Zoroark,https://pokemondb.net/pokedex/zoroark,Dark,None,1.6,81.1,60,230,324,105,193,339,60,112,240,120,220,372,60,112,240,105,193,339,510,1060,1854,False,5
572,Minccino,https://pokemondb.net/pokedex/minccino,Normal,None,0.4,5.8,55,220,314,50,94,218,40,76,196,40,76,196,40,76,196,75,139,273,300,681,1393,False,5
573,Cinccino,https://pokemondb.net/pokedex/cinccino,Normal,None,0.5,7.5,75,260,354,95,175,317,60,112,240,65,121,251,60,112,240,115,211,361,470,991,1763,False,5
574,Gothita,https://pokemondb.net/pokedex/gothita,Psychic,None,0.4,5.8,45,200,294,30,58,174,50,94,218,55,103,229,65,121,251,45,85,207,290,661,1373,False,5
575,Gothorita,https://pokemondb.net/pokedex/gothorita,Psychic,None,0.7,18.0,60,230,324,45,85,207,70,130,262,75,139,273,85,157,295,55,103,229,390,844,1590,False,5
576,Gothitelle,https://pokemondb.net/pokedex/gothitelle,Psychic,None,1.5,44.0,70,250,344,55,103,229,95,175,317,95,175,317,110,202,350,65,121,251,490,1026,1808,False,5
577,Solosis,https://pokemondb.net/pokedex/solosis,Psychic,None,0.3,1.0,45,200,294,30,58,174,40,76,196,105,193,339,50,94,218,20,40,152,290,661,1373,False,5
578,Duosion,https://pokemondb.net/pokedex/duosion,Psychic,None,0.6,8.0,65,240,334,40,76,196,50,94,218,125,229,383,60,112,240,30,58,174,370,809,1545,False,5
579,Reuniclus,https://pokemondb.net/pokedex/reuniclus,Psychic,None,1.0,20.1,110,330,424,65,121,251,75,139,273,125,229,383,85,157,295,30,58,174,490,1034,1800,False,5
580,Ducklett,https://pokemondb.net/pokedex/ducklett,Water,Flying,0.5,5.5,62,234,328,44,83,205,50,94,218,44,83,205,50,94,218,55,103,229,305,691,1403,False,5
581,Swanna,https://pokemondb.net/pokedex/swanna,Water,Flying,1.3,24.2,75,260,354,87,161,300,63,117,247,87,161,300,63,117,247,98,180,324,473,996,1772,False,5
582,Vanillite,https://pokemondb.net/pokedex/vanillite,Ice,None,0.4,5.7,36,182,276,50,94,218,50,94,218,65,121,251,60,112,240,44,83,205,305,686,1408,False,5
583,Vanillish,https://pokemondb.net/pokedex/vanillish,Ice,None,1.1,41.0,51,212,306,65,121,251,65,121,251,80,148,284,75,139,273,59,110,238,395,851,1603,False,5
584,Vanilluxe,https://pokemondb.net/pokedex/vanilluxe,Ice,None,1.3,57.5,71,252,346,95,175,317,85,157,295,110,202,350,95,175,317,79,146,282,535,1107,1907,False,5
585,Deerling,https://pokemondb.net/pokedex/deerling,Normal,Grass,0.6,19.5,60,230,324,60,112,240,50,94,218,40,76,196,50,94,218,75,139,273,335,745,1469,False,5
586,Sawsbuck,https://pokemondb.net/pokedex/sawsbuck,Normal,Grass,1.9,92.5,80,270,364,100,184,328,70,130,262,60,112,240,70,130,262,95,175,317,475,1001,1773,False,5
587,Emolga,https://pokemondb.net/pokedex/emolga,Electric,Flying,0.4,5.0,55,220,314,75,139,273,60,112,240,75,139,273,60,112,240,103,189,335,428,911,1675,False,5
588,Karrablast,https://pokemondb.net/pokedex/karrablast,Bug,None,0.5,5.9,50,210,304,75,139,273,45,85,207,40,76,196,45,85,207,60,112,240,315,707,1427,False,5
589,Escavalier,https://pokemondb.net/pokedex/escavalier,Bug,Steel,1.0,33.0,70,250,344,135,247,405,105,193,339,60,112,240,105,193,339,20,40,152,495,1035,1819,False,5
590,Foongus,https://pokemondb.net/pokedex/foongus,Grass,Poison,0.2,1.0,69,248,342,55,103,229,45,85,207,55,103,229,55,103,229,15,31,141,294,673,1377,False,5
591,Amoonguss,https://pokemondb.net/pokedex/amoonguss,Grass,Poison,0.6,10.5,114,338,432,85,157,295,70,130,262,85,157,295,80,148,284,30,58,174,464,988,1742,False,5
592,Frillish,https://pokemondb.net/pokedex/frillish,Water,Ghost,1.2,33.0,55,220,314,40,76,196,50,94,218,65,121,251,85,157,295,40,76,196,335,744,1470,False,5
593,Jellicent,https://pokemondb.net/pokedex/jellicent,Water,Ghost,2.2,135.0,100,310,404,60,112,240,70,130,262,85,157,295,105,193,339,60,112,240,480,1014,1780,False,5
594,Alomomola,https://pokemondb.net/pokedex/alomomola,Water,None,1.2,31.6,165,440,534,75,139,273,80,148,284,40,76,196,45,85,207,65,121,251,470,1009,1745,False,5
595,Joltik,https://pokemondb.net/pokedex/joltik,Bug,Electric,0.1,0.6,50,210,304,47,89,212,50,94,218,57,107,234,50,94,218,65,121,251,319,715,1437,False,5
596,Galvantula,https://pokemondb.net/pokedex/galvantula,Bug,Electric,0.8,14.3,70,250,344,77,143,278,60,112,240,97,179,322,60,112,240,108,198,346,472,994,1770,False,5
597,Ferroseed,https://pokemondb.net/pokedex/ferroseed,Grass,Steel,0.6,18.8,44,198,292,50,94,218,91,168,309,24,47,161,86,159,298,10,22,130,305,688,1408,False,5
598,Ferrothorn,https://pokemondb.net/pokedex/ferrothorn,Grass,Steel,1.0,110.0,74,258,352,94,173,315,131,240,397,54,101,227,116,213,364,20,40,152,489,1025,1807,False,5
599,Klink,https://pokemondb.net/pokedex/klink,Steel,None,0.3,21.0,40,190,284,55,103,229,70,130,262,45,85,207,60,112,240,30,58,174,300,678,1396,False,5
600,Klang,https://pokemondb.net/pokedex/klang,Steel,None,0.6,51.0,60,230,324,80,148,284,95,175,317,70,130,262,85,157,295,50,94,218,440,934,1700,False,5
601,Klinklang,https://pokemondb.net/pokedex/klinklang,Steel,None,0.6,81.0,60,230,324,100,184,328,115,211,361,70,130,262,85,157,295,90,166,306,520,1078,1876,False,5
602,Tynamo,https://pokemondb.net/pokedex/tynamo,Electric,None,0.2,0.3,35,180,274,55,103,229,40,76,196,45,85,207,40,76,196,60,112,240,275,632,1342,False,5
603,Eelektrik,https://pokemondb.net/pokedex/eelektrik,Electric,None,1.2,22.0,65,240,334,85,157,295,70,130,262,75,139,273,70,130,262,40,76,196,405,872,1622,False,5
604,Eelektross,https://pokemondb.net/pokedex/eelektross,Electric,None,2.1,80.5,85,280,374,115,211,361,80,148,284,105,193,339,80,148,284,50,94,218,515,1074,1860,False,5
605,Elgyem,https://pokemondb.net/pokedex/elgyem,Psychic,None,0.5,9.0,55,220,314,55,103,229,55,103,229,85,157,295,55,103,229,30,58,174,335,744,1470,False,5
606,Beheeyem,https://pokemondb.net/pokedex/beheeyem,Psychic,None,1.0,34.5,75,260,354,75,139,273,75,139,273,125,229,383,95,175,317,40,76,196,485,1018,1796,False,5
607,Litwick,https://pokemondb.net/pokedex/litwick,Ghost,Fire,0.3,3.1,50,210,304,30,58,174,55,103,229,65,121,251,55,103,229,20,40,152,275,635,1339,False,5
608,Lampent,https://pokemondb.net/pokedex/lampent,Ghost,Fire,0.6,13.0,60,230,324,40,76,196,60,112,240,95,175,317,60,112,240,55,103,229,370,808,1546,False,5
609,Chandelure,https://pokemondb.net/pokedex/chandelure,Ghost,Fire,1.0,34.3,60,230,324,55,103,229,90,166,306,145,265,427,90,166,306,80,148,284,520,1078,1876,False,5
610,Axew,https://pokemondb.net/pokedex/axew,Dragon,None,0.6,18.0,46,202,296,87,161,300,60,112,240,30,58,174,40,76,196,57,107,234,320,716,1440,False,5
611,Fraxure,https://pokemondb.net/pokedex/fraxure,Dragon,None,1.0,36.0,66,242,336,117,215,366,70,130,262,40,76,196,50,94,218,67,125,256,410,882,1634,False,5
612,Haxorus,https://pokemondb.net/pokedex/haxorus,Dragon,None,1.8,105.5,76,262,356,147,269,432,90,166,306,60,112,240,70,130,262,97,179,322,540,1118,1918,False,5
